idx;id;sci_name;com_name;class;order
0;3;Abeillia abeillei;Emerald-chinned Hummingbird;Aves;Apodiformes
1;5;Abroscopus albogularis;Rufous-faced Warbler;Aves;Passeriformes
2;6;Abroscopus schisticeps;Black-faced Warbler;Aves;Passeriformes
3;7;Abroscopus superciliaris;Yellow-bellied Warbler;Aves;Passeriformes
4;9;Aburria aburri;Wattled Guan;Aves;Galliformes
5;12;Acanthagenys rufogularis;Spiny-cheeked Honeyeater;Aves;Passeriformes
6;13;Acanthidops bairdi;Peg-billed Finch;Aves;Passeriformes
7;15;Acanthis flammea;Redpoll;Aves;Passeriformes
8;19;Acanthisitta chloris;Rifleman;Aves;Passeriformes
9;20;Acanthiza apicalis;Inland Thornbill;Aves;Passeriformes
10;21;Acanthiza chrysorrhoa;Yellow-rumped Thornbill;Aves;Passeriformes
11;22;Acanthiza cinerea;Grey Thornbill;Aves;Passeriformes
12;23;Acanthiza ewingii;Tasmanian Thornbill;Aves;Passeriformes
13;24;Acanthiza inornata;Western Thornbill;Aves;Passeriformes
14;25;Acanthiza iredalei;Slender-billed Thornbill;Aves;Passeriformes
15;26;Acanthiza katherina;Mountain Thornbill;Aves;Passeriformes
16;27;Acanthiza lineata;Striated Thornbill;Aves;Passeriformes
17;28;Acanthiza murina;New Guinea Thornbill;Aves;Passeriformes
18;29;Acanthiza nana;Yellow Thornbill;Aves;Passeriformes
19;30;Acanthiza pusilla;Brown Thornbill;Aves;Passeriformes
20;31;Acanthiza reguloides;Buff-rumped Thornbill;Aves;Passeriformes
21;32;Acanthiza robustirostris;Slaty-backed Thornbill;Aves;Passeriformes
22;33;Acanthiza uropygialis;Chestnut-rumped Thornbill;Aves;Passeriformes
23;40;Acanthorhynchus superciliosus;Western Spinebill;Aves;Passeriformes
24;41;Acanthorhynchus tenuirostris;Eastern Spinebill;Aves;Passeriformes
25;42;Acanthornis magna;Scrubtit;Aves;Passeriformes
26;48;Tachyspiza albogularis;Pied Goshawk;Aves;Accipitriformes
27;49;Astur atricapillus;American Goshawk;Aves;Falconiformes
28;50;Astur gentilis;Eurasian Goshawk;Aves;Accipitriformes
29;51;Tachyspiza badia;Shikra;Aves;Accipitriformes
30;52;Astur bicolor;Bicolored Hawk;Aves;Accipitriformes
31;53;Tachyspiza brevipes;Levant Sparrowhawk;Aves;Accipitriformes
32;55;Astur chilensis;Chilean Hawk;Aves;Accipitriformes
33;57;Tachyspiza cirrocephala;Collared Sparrowhawk;Aves;Accipitriformes
34;58;Microspizias collaris;Semicollared Hawk;Aves;Accipitriformes
35;60;Astur cooperii;Cooper's Hawk;Aves;Accipitriformes
36;61;Tachyspiza erythrauchen;Rufous-necked Sparrowhawk;Aves;Accipitriformes
37;64;Tachyspiza fasciata;Brown Goshawk;Aves;Accipitriformes
38;65;Tachyspiza francesiae;Frances's Sparrowhawk;Aves;Accipitriformes
39;67;Tachyspiza gularis;Japanese Sparrowhawk;Aves;Accipitriformes
40;68;Astur gundlachi;Gundlach's Hawk;Aves;Accipitriformes
41;69;Tachyspiza haplochroa;White-bellied Goshawk;Aves;Accipitriformes
42;70;Tachyspiza henicogramma;Moluccan Goshawk;Aves;Accipitriformes
43;71;Astur henstii;Henst's Goshawk;Aves;Accipitriformes
44;72;Tachyspiza hiogaster;Variable Goshawk;Aves;Accipitriformes
45;73;Accipiter madagascariensis;Madagascar Sparrowhawk;Aves;Accipitriformes
46;75;Astur melanoleucus;Black Sparrowhawk;Aves;Accipitriformes
47;77;Tachyspiza minulla;Little Sparrowhawk;Aves;Accipitriformes
48;79;Accipiter nisus;Eurasian Sparrowhawk;Aves;Accipitriformes
49;80;Tachyspiza novaehollandiae;Grey Goshawk;Aves;Accipitriformes
50;81;Accipiter ovampensis;Ovambo Sparrowhawk;Aves;Accipitriformes
51;83;Accipiter poliogaster;Grey-bellied Hawk;Aves;Accipitriformes
52;84;Tachyspiza rhodogaster;Vinous-breasted Sparrowhawk;Aves;Accipitriformes
53;85;Tachyspiza rufitorques;Fiji Goshawk;Aves;Accipitriformes
54;86;Accipiter rufiventris;Rufous-breasted Sparrowhawk;Aves;Accipitriformes
55;87;Tachyspiza soloensis;Chinese Sparrowhawk;Aves;Accipitriformes
56;88;Accipiter striatus;Sharp-shinned Hawk;Aves;Accipitriformes
57;89;Microspizias superciliosus;Tiny Hawk;Aves;Accipitriformes
58;91;Aerospiza tachiro;African Goshawk;Aves;Accipitriformes
59;93;Tachyspiza trinotata;Spot-tailed Sparrowhawk;Aves;Accipitriformes
60;94;Lophospiza trivirgata;Crested Goshawk;Aves;Accipitriformes
61;96;Tachyspiza virgata;Besra;Aves;Accipitriformes
62;104;Rhabdotorrhinus corrugatus;Wrinkled Hornbill;Aves;Bucerotiformes
63;106;Aceros nipalensis;Rufous-necked Hornbill;Aves;Bucerotiformes
64;107;Achaetops pycnopygius;Rockrunner;Aves;Passeriformes
65;110;Acheta domesticus;House Cricket;Insecta;Orthoptera
66;119;Acridotheres burmannicus;Burmese Myna;Aves;Passeriformes
67;120;Acridotheres cristatellus;Crested Myna;Aves;Passeriformes
68;121;Acridotheres fuscus;Jungle Myna;Aves;Passeriformes
69;122;Acridotheres ginginianus;Bank Myna;Aves;Passeriformes
70;123;Acridotheres grandis;Great Myna;Aves;Passeriformes
71;124;Acridotheres javanicus;Javan Myna;Aves;Passeriformes
72;125;Acridotheres leucocephalus;Vinous-breasted Myna;Aves;Passeriformes
73;127;Acridotheres tristis;Common Myna;Aves;Passeriformes
74;129;Acris blanchardi;Blanchard's Cricket Frog;Amphibia;Anura
75;130;Acris crepitans;Northern Cricket Frog;Amphibia;Anura
76;131;Acris gryllus;Southern Cricket Frog;Amphibia;Anura
77;133;Acritillas indica;Yellow-browed Bulbul;Aves;Passeriformes
78;136;Acrobatornis fonsecai;Pink-legged Graveteiro;Aves;Passeriformes
79;138;Acrocephalus agricola;Paddyfield Warbler;Aves;Passeriformes
80;139;Acrocephalus arundinaceus;Great Reed Warbler;Aves;Passeriformes
81;140;Acrocephalus atyphus;Tuamotu Reed Warbler;Aves;Passeriformes
82;141;Acrocephalus australis;Australian Reed Warbler;Aves;Passeriformes
83;143;Acrocephalus bistrigiceps;Black-browed Reed Warbler;Aves;Passeriformes
84;145;Acrocephalus caffer;Tahiti Reed Warbler;Aves;Passeriformes
85;146;Acrocephalus concinens;Blunt-winged Warbler;Aves;Passeriformes
86;147;Acrocephalus dumetorum;Blyth's Reed Warbler;Aves;Passeriformes
87;149;Acrocephalus gracilirostris;Lesser Swamp Warbler;Aves;Passeriformes
88;150;Acrocephalus griseldis;Basra Reed Warbler;Aves;Passeriformes
89;151;Acrocephalus hiwae;Saipan Reed Warbler;Aves;Passeriformes
90;153;Acrocephalus melanopogon;Moustached Warbler;Aves;Passeriformes
91;154;Acrocephalus mendanae;Southern Marquesan Reed Warbler;Aves;Passeriformes
92;155;Acrocephalus newtoni;Madagascar Swamp Warbler;Aves;Passeriformes
93;156;Acrocephalus orientalis;Oriental Reed Warbler;Aves;Passeriformes
94;158;Acrocephalus paludicola;Aquatic Warbler;Aves;Passeriformes
95;159;Acrocephalus palustris;Marsh Warbler;Aves;Passeriformes
96;160;Acrocephalus percernis;Northern Marquesan Reed Warbler;Aves;Passeriformes
97;164;Acrocephalus rufescens;Greater Swamp Warbler;Aves;Passeriformes
98;165;Acrocephalus schoenobaenus;Sedge Warbler;Aves;Passeriformes
99;166;Acrocephalus scirpaceus;Common Reed Warbler;Aves;Passeriformes
100;167;Acrocephalus sechellensis;Seychelles Warbler;Aves;Passeriformes
101;168;Acrocephalus stentoreus;Clamorous Reed Warbler;Aves;Passeriformes
102;169;Acrocephalus syrinx;Caroline Reed Warbler;Aves;Passeriformes
103;171;Acrocephalus tangorum;Manchurian Reed Warbler;Aves;Passeriformes
104;182;Acropternis orthonyx;Ocellated Tapaculo;Aves;Passeriformes
105;183;Acryllium vulturinum;Vulturine Guineafowl;Aves;Galliformes
106;185;Actenoides concretus;Rufous-collared Kingfisher;Aves;Coraciiformes
107;186;Actenoides hombroni;Blue-capped Kingfisher;Aves;Coraciiformes
108;187;Actenoides lindsayi;Spotted Wood Kingfisher;Aves;Coraciiformes
109;188;Actenoides monachus;Green-backed Kingfisher;Aves;Coraciiformes
110;189;Actenoides princeps;Scaly-breasted Kingfisher;Aves;Coraciiformes
111;190;Actinodura cyanouroptera;Blue-winged Minla;Aves;Passeriformes
112;192;Actinodura egertoni;Rusty-fronted Barwing;Aves;Passeriformes
113;193;Actinodura morrisoniana;Taiwan Barwing;Aves;Passeriformes
114;194;Actinodura nipalensis;Hoary-throated Barwing;Aves;Passeriformes
115;195;Actinodura ramsayi;Spectacled Barwing;Aves;Passeriformes
116;197;Actinodura souliei;Streaked Barwing;Aves;Passeriformes
117;198;Actinodura strigula;Bar-throated Minla;Aves;Passeriformes
118;199;Actinodura waldeni;Streak-throated Barwing;Aves;Passeriformes
119;201;Actitis hypoleucos;Common Sandpiper;Aves;Charadriiformes
120;202;Actitis macularius;Spotted Sandpiper;Aves;Charadriiformes
121;203;Actophilornis africanus;African Jacana;Aves;Charadriiformes
122;207;Adelomyia melanogenys;Speckled Hummingbird;Aves;Apodiformes
123;212;Adelotus brevis;Tusked Frog;Amphibia;Anura
124;215;Adenomera andreae;Cocha Chirping Frog;Amphibia;Anura
125;220;Adenomera hylaedactyla;Forest Chirping Frog;Amphibia;Anura
126;227;Aechmophorus clarkii;Clark's Grebe;Aves;Podicipediformes
127;228;Aechmophorus occidentalis;Western Grebe;Aves;Podicipediformes
128;231;Aegithalos caudatus;Long-tailed Tit;Aves;Passeriformes
129;232;Aegithalos concinnus;Black-throated Bushtit;Aves;Passeriformes
130;233;Aegithalos exilis;Pygmy Bushtit;Aves;Passeriformes
131;234;Aegithalos fuliginosus;Sooty Bushtit;Aves;Passeriformes
132;235;Aegithalos glaucogularis;Silver-throated Bushtit;Aves;Passeriformes
133;236;Aegithalos iouschistos;Black-browed Bushtit;Aves;Passeriformes
134;238;Aegithalos niveogularis;White-throated Bushtit;Aves;Passeriformes
135;240;Aegithina lafresnayei;Great Iora;Aves;Passeriformes
136;241;Aegithina nigrolutea;Marshall's Iora;Aves;Passeriformes
137;242;Aegithina tiphia;Common Iora;Aves;Passeriformes
138;243;Aegithina viridissima;Green Iora;Aves;Passeriformes
139;244;Aegolius acadicus;Northern Saw-whet Owl;Aves;Strigiformes
140;245;Aegolius funereus;Boreal Owl;Aves;Strigiformes
141;246;Aegolius harrisii;Buff-fronted Owl;Aves;Strigiformes
142;247;Aegolius ridgwayi;Unspotted Saw-whet Owl;Aves;Strigiformes
143;248;Aegotheles albertisi;Mountain Owlet-nightjar;Aves;Apodiformes
144;249;Aegotheles bennettii;Barred Owlet-nightjar;Aves;Apodiformes
145;250;Aegotheles crinifrons;Moluccan Owlet-nightjar;Aves;Apodiformes
146;251;Aegotheles cristatus;Australian Owlet-nightjar;Aves;Apodiformes
147;252;Aegotheles insignis;Feline Owlet-nightjar;Aves;Apodiformes
148;254;Aegotheles wallacii;Wallace's Owlet-nightjar;Aves;Apodiformes
149;255;Aegypius monachus;Cinereous Vulture;Aves;Accipitriformes
150;256;Aenigmatolimnas marginalis;Striped Crake;Aves;Gruiformes
151;263;Aepyceros melampus;Impala;Mammalia;Artiodactyla
152;267;Aerodramus brevirostris;Himalayan Swiftlet;Aves;Apodiformes
153;271;Aerodramus fuciphagus;Edible-nest Swiftlet;Aves;Apodiformes
154;273;Aerodramus hirundinaceus;Mountain Swiftlet;Aves;Apodiformes
155;275;Aerodramus inquietus;Caroline Swiftlet;Aves;Apodiformes
156;278;Aerodramus mearnsi;Philippine Swiftlet;Aves;Apodiformes
157;282;Aerodramus sawtelli;Atiu Swiftlet;Aves;Apodiformes
158;284;Aerodramus spodiopygius;White-rumped Swiftlet;Aves;Apodiformes
159;285;Aerodramus terraereginae;Australian Swiftlet;Aves;Apodiformes
160;286;Aerodramus unicolor;Indian Swiftlet;Aves;Apodiformes
161;287;Aerodramus vanikorensis;Uniform Swiftlet;Aves;Apodiformes
162;288;Aeronautes andecolus;Andean Swift;Aves;Apodiformes
163;289;Aeronautes montivagus;White-tipped Swift;Aves;Apodiformes
164;290;Aeronautes saxatalis;White-throated Swift;Aves;Apodiformes
165;297;Aethia cristatella;Crested Auklet;Aves;Charadriiformes
166;298;Aethia psittacula;Parakeet Auklet;Aves;Charadriiformes
167;299;Aethia pusilla;Least Auklet;Aves;Charadriiformes
168;300;Aethia pygmaea;Whiskered Auklet;Aves;Charadriiformes
169;301;Aethomyias arfakianus;Grey-green Scrubwren;Aves;Passeriformes
170;302;Aethomyias nigrorufus;Bicolored Scrubwren;Aves;Passeriformes
171;303;Aethomyias papuensis;Papuan Scrubwren;Aves;Passeriformes
172;305;Aethomyias perspicillatus;Buff-faced Scrubwren;Aves;Passeriformes
173;306;Aethomyias rufescens;Vogelkop Scrubwren;Aves;Passeriformes
174;308;Aethopyga bella;Handsome Sunbird;Aves;Passeriformes
175;309;Aethopyga boltoni;Apo Sunbird;Aves;Passeriformes
176;310;Aethopyga christinae;Fork-tailed Sunbird;Aves;Passeriformes
177;312;Aethopyga duyvenbodei;Elegant Sunbird;Aves;Passeriformes
178;314;Aethopyga flagrans;Flaming Sunbird;Aves;Passeriformes
179;315;Aethopyga gouldiae;Mrs. Gould's Sunbird;Aves;Passeriformes
180;316;Aethopyga guimarasensis;Maroon-naped Sunbird;Aves;Passeriformes
181;317;Aethopyga ignicauda;Fire-tailed Sunbird;Aves;Passeriformes
182;320;Aethopyga magnifica;Magnificent Sunbird;Aves;Passeriformes
183;321;Aethopyga mystacalis;Javan Sunbird;Aves;Passeriformes
184;322;Aethopyga nipalensis;Green-tailed Sunbird;Aves;Passeriformes
185;324;Aethopyga pulcherrima;Metallic-winged Sunbird;Aves;Passeriformes
186;325;Aethopyga saturata;Black-throated Sunbird;Aves;Passeriformes
187;326;Aethopyga shelleyi;Lovely Sunbird;Aves;Passeriformes
188;327;Aethopyga siparaja;Crimson Sunbird;Aves;Passeriformes
189;328;Aethopyga temminckii;Temminck's Sunbird;Aves;Passeriformes
190;330;Aethopyga vigorsii;Vigors's Sunbird;Aves;Passeriformes
191;335;Afrixalus delicatus;Delicate Spiny Reed Frog;Amphibia;Anura
192;337;Afrixalus fornasini;Fornasini's Spiny Reed Frog;Amphibia;Anura
193;350;Afrotis afra;Southern Black Korhaan;Aves;Otidiformes
194;352;Afrotis afraoides;Northern Black Korhaan;Aves;Otidiformes
195;355;Agalychnis callidryas;Red-eyed Tree Frog;Amphibia;Anura
196;356;Agalychnis dacnicolor;Mexican Giant Tree Frog;Amphibia;Anura
197;363;Agamia agami;Agami Heron;Aves;Pelecaniformes
198;367;Agapornis canus;Grey-headed Lovebird;Aves;Psittaciformes
199;368;Agapornis fischeri;Fischer's Lovebird;Aves;Psittaciformes
200;369;Agapornis lilianae;Lilian's Lovebird;Aves;Psittaciformes
201;370;Agapornis nigrigenis;Black-cheeked Lovebird;Aves;Psittaciformes
202;371;Agapornis personatus;Yellow-collared Lovebird;Aves;Psittaciformes
203;372;Agapornis pullarius;Red-headed Lovebird;Aves;Psittaciformes
204;373;Agapornis roseicollis;Rosy-faced Lovebird;Aves;Psittaciformes
205;375;Agapornis taranta;Black-winged Lovebird;Aves;Psittaciformes
206;376;Agelaioides badius;Greyish Baywing;Aves;Passeriformes
207;377;Agelaioides fringillarius;Pale Baywing;Aves;Passeriformes
208;378;Oreopsar bolivianus;Bolivian Blackbird;Aves;Passeriformes
209;379;Agelaius assimilis;Red-shouldered Blackbird;Aves;Passeriformes
210;380;Agelaius humeralis;Tawny-shouldered Blackbird;Aves;Passeriformes
211;381;Agelaius phoeniceus;Red-winged Blackbird;Aves;Passeriformes
212;382;Agelaius tricolor;Tricolored Blackbird;Aves;Passeriformes
213;383;Agelaius xanthomus;Yellow-shouldered Blackbird;Aves;Passeriformes
214;386;Agelasticus cyanopus;Unicolored Blackbird;Aves;Passeriformes
215;387;Agelasticus thilius;Yellow-winged Blackbird;Aves;Passeriformes
216;388;Agelasticus xanthophthalmus;Pale-eyed Blackbird;Aves;Passeriformes
217;392;Aglaeactis cupripennis;Shining Sunbeam;Aves;Apodiformes
218;393;Aglaeactis pamela;Black-hooded Sunbeam;Aves;Apodiformes
219;395;Aglaiocercus coelestis;Violet-tailed Sylph;Aves;Apodiformes
220;396;Aglaiocercus kingii;Long-tailed Sylph;Aves;Apodiformes
221;407;Agricola pallidus;Pale Flycatcher;Aves;Passeriformes
222;409;Agriornis albicauda;White-tailed Shrike-Tyrant;Aves;Passeriformes
223;410;Agriornis lividus;Great Shrike-Tyrant;Aves;Passeriformes
224;411;Agriornis micropterus;Grey-bellied Shrike-Tyrant;Aves;Passeriformes
225;412;Agriornis montanus;Black-billed Shrike-Tyrant;Aves;Passeriformes
226;415;Agropsar philippensis;Chestnut-cheeked Starling;Aves;Passeriformes
227;416;Agropsar sturninus;Daurian Starling;Aves;Passeriformes
228;419;Ailuroedus melanotis;Black-eared Catbird;Aves;Passeriformes
229;422;Ailuroedus crassirostris;Green Catbird;Aves;Passeriformes
230;423;Ailuroedus geislerorum;Tan-capped Catbird;Aves;Passeriformes
231;425;Ailuroedus maculosus;Spotted Catbird;Aves;Passeriformes
232;428;Ailuroedus stonii;Ochre-breasted Catbird;Aves;Passeriformes
233;433;Aimophila rufescens;Rusty Sparrow;Aves;Passeriformes
234;434;Aimophila ruficeps;Rufous-crowned Sparrow;Aves;Passeriformes
235;436;Aix galericulata;Mandarin Duck;Aves;Anseriformes
236;437;Aix sponsa;Wood Duck;Aves;Anseriformes
237;440;Akletos goeldii;Goeldi's Antbird;Aves;Passeriformes
238;441;Akletos melanoceps;White-shouldered Antbird;Aves;Passeriformes
239;442;Alaemon alaudipes;Greater Hoopoe-Lark;Aves;Passeriformes
240;444;Alauda arvensis;Eurasian Skylark;Aves;Passeriformes
241;445;Alauda gulgula;Oriental Skylark;Aves;Passeriformes
242;446;Alauda leucoptera;White-winged Lark;Aves;Passeriformes
243;449;Alaudala cheleensis;Asian Short-toed Lark;Aves;Passeriformes
244;450;Alaudala heinei;Turkestan Short-toed Lark;Aves;Passeriformes
245;451;Alaudala rufescens;Mediterranean Short-toed Lark;Aves;Passeriformes
246;453;Alaudala raytal;Sand Lark;Aves;Passeriformes
247;454;Alaudala somalica;Somali Short-toed Lark;Aves;Passeriformes
248;459;Alca torda;Razorbill;Aves;Charadriiformes
249;460;Alcedo atthis;Common Kingfisher;Aves;Coraciiformes
250;461;Alcedo coerulescens;Cerulean Kingfisher;Aves;Coraciiformes
251;462;Alcedo euryzona;Javan Blue-banded Kingfisher;Aves;Coraciiformes
252;463;Alcedo peninsulae;Malaysian Blue-banded Kingfisher;Aves;Coraciiformes
253;465;Alcedo meninting;Blue-eared Kingfisher;Aves;Coraciiformes
254;466;Alcedo quadribrachys;Shining-blue Kingfisher;Aves;Coraciiformes
255;467;Alcedo semitorquata;Half-collared Kingfisher;Aves;Coraciiformes
256;468;Alces alces;Moose;Mammalia;Artiodactyla
257;470;Schoeniparus brunneus;Dusky Fulvetta;Aves;Passeriformes
258;471;Alcippe brunneicauda;Brown Fulvetta;Aves;Passeriformes
259;472;Schoeniparus castaneceps;Rufous-winged Fulvetta;Aves;Passeriformes
260;473;Schoeniparus cinereus;Yellow-throated Fulvetta;Aves;Passeriformes
261;474;Alcippe davidi;David's Fulvetta;Aves;Passeriformes
262;475;Schoeniparus dubius;Rusty-capped Fulvetta;Aves;Passeriformes
263;476;Alcippe fratercula;Yunnan Fulvetta;Aves;Passeriformes
264;477;Alcippe grotei;Black-browed Fulvetta;Aves;Passeriformes
265;478;Alcippe hueti;Huet's Fulvetta;Aves;Passeriformes
266;480;Alcippe morrisonia;Grey-cheeked Fulvetta;Aves;Passeriformes
267;481;Alcippe nipalensis;Nepal Fulvetta;Aves;Passeriformes
268;482;Alcippe peracensis;Mountain Fulvetta;Aves;Passeriformes
269;483;Alcippe poioicephala;Brown-cheeked Fulvetta;Aves;Passeriformes
270;484;Alcippe pyrrhoptera;Javan Fulvetta;Aves;Passeriformes
271;485;Schoeniparus rufogularis;Rufous-throated Fulvetta;Aves;Passeriformes
272;487;Alcurus striatus;Striated Bulbul;Aves;Passeriformes
273;491;Aleadryas rufinucha;Rufous-naped Bellbird;Aves;Passeriformes
274;493;Alectoris barbara;Barbary Partridge;Aves;Galliformes
275;494;Alectoris chukar;Chukar Partridge;Aves;Galliformes
276;495;Alectoris graeca;Rock Partridge;Aves;Galliformes
277;496;Alectoris magna;Przevalski's Partridge;Aves;Galliformes
278;497;Alectoris melanocephala;Arabian Partridge;Aves;Galliformes
279;498;Alectoris philbyi;Philby's Partridge;Aves;Galliformes
280;499;Alectoris rufa;Red-legged Partridge;Aves;Galliformes
281;501;Alectroenas pulcherrimus;Seychelles Blue Pigeon;Aves;Columbiformes
282;503;Alectrurus risora;Strange-tailed Tyrant;Aves;Passeriformes
283;504;Alectrurus tricolor;Cock-tailed Tyrant;Aves;Passeriformes
284;505;Alectura lathami;Australian Brushturkey;Aves;Galliformes
285;506;Aleeta curvicosta;Floury Baker;Insecta;Hemiptera
286;507;Alethe castanea;Fire-crested Alethe;Aves;Passeriformes
287;508;Alethe diademata;White-tailed Alethe;Aves;Passeriformes
288;510;Alipiopsitta xanthops;Yellow-faced Parrot;Aves;Psittaciformes
289;512;Alisterus chloropterus;Papuan King Parrot;Aves;Psittaciformes
290;513;Alisterus scapularis;Australian King Parrot;Aves;Psittaciformes
291;514;Alle alle;Little Auk;Aves;Charadriiformes
292;515;Allenia fusca;Scaly-breasted Thrasher;Aves;Passeriformes
293;523;Allobates femoralis;Spotted-thighed Poison Frog;Amphibia;Anura
294;532;Allobates talamancae;Striped Rocket Frog;Amphibia;Anura
295;539;Allonemobius fasciatus;Striped Ground Cricket;Insecta;Orthoptera
296;554;Alophoixus tephrogenys;Grey-cheeked Bulbul;Aves;Passeriformes
297;555;Iole finschii;Finsch's Bulbul;Aves;Passeriformes
298;557;Alophoixus flaveolus;White-throated Bulbul;Aves;Passeriformes
299;558;Alophoixus frater;Palawan Bulbul;Aves;Passeriformes
300;559;Alophoixus ochraceus;Ochraceous Bulbul;Aves;Passeriformes
301;560;Alophoixus ruficrissus;Penan Bulbul;Aves;Passeriformes
302;561;Alophoixus pallidus;Puff-throated Bulbul;Aves;Passeriformes
303;562;Alophoixus phaeocephalus;Yellow-bellied Bulbul;Aves;Passeriformes
304;563;Alopochelidon fucata;Tawny-headed Swallow;Aves;Passeriformes
305;564;Alopochen aegyptiaca;Egyptian Goose;Aves;Anseriformes
306;565;Alouatta belzebul;Red-handed Howler Monkey;Mammalia;Primates
307;566;Alouatta caraya;Black-and-gold Howler Monkey;Mammalia;Primates
308;568;Alouatta guariba;Brown Howler Monkey;Mammalia;Primates
309;569;Alouatta macconnelli;Guianan Red Howler Monkey;Mammalia;Primates
310;570;Alouatta palliata;Mantled Howler Monkey;Mammalia;Primates
311;571;Alouatta pigra;Yucatán Black Howler Monkey;Mammalia;Primates
312;573;Alouatta seniculus;Colombian Red Howler Monkey;Mammalia;Primates
313;581;Alytes cisternasii;Iberian Midwife Toad;Amphibia;Anura
314;584;Alytes obstetricans;Common Midwife Toad;Amphibia;Anura
315;585;Amadina erythrocephala;Red-headed Finch;Aves;Passeriformes
316;586;Amadina fasciata;Cut-throat Finch;Aves;Passeriformes
317;587;Amalocichla incerta;Lesser Ground Robin;Aves;Passeriformes
318;589;Amandava amandava;Red Avadavat;Aves;Passeriformes
319;591;Amandava subflava;Orange-breasted Waxbill;Aves;Passeriformes
320;593;Amaurolimnas concolor;Uniform Crake;Aves;Gruiformes
321;594;Zapornia akool;Brown Crake;Aves;Gruiformes
322;595;Zapornia flavirostra;Black Crake;Aves;Gruiformes
323;597;Amaurornis isabellina;Isabelline Bush-hen;Aves;Gruiformes
324;599;Amaurornis moluccana;Pale-vented Bush-hen;Aves;Gruiformes
325;600;Amaurornis olivacea;Plain Bush-hen;Aves;Gruiformes
326;602;Amaurornis phoenicurus;White-breasted Waterhen;Aves;Gruiformes
327;603;Amaurospiza aequatorialis;Ecuadorian Seedeater;Aves;Passeriformes
328;605;Amaurospiza concolor;Blue Seedeater;Aves;Passeriformes
329;606;Amaurospiza moesta;Blackish-blue Seedeater;Aves;Passeriformes
330;607;Amazilis amazilia;Amazilia Hummingbird;Aves;Apodiformes
331;609;Chrysuronia boucardi;Mangrove Hummingbird;Aves;Apodiformes
332;610;Amazilia luciae;Honduran Emerald;Aves;Apodiformes
333;611;Amazilia rutila;Cinnamon Hummingbird;Aves;Apodiformes
334;612;Amazilia tzacatl;Rufous-tailed Hummingbird;Aves;Apodiformes
335;613;Amazilia yucatanensis;Buff-bellied Hummingbird;Aves;Apodiformes
336;614;Amazona aestiva;Turquoise-fronted Amazon;Aves;Psittaciformes
337;615;Amazona agilis;Black-billed Amazon;Aves;Psittaciformes
338;616;Amazona albifrons;White-fronted Amazon;Aves;Psittaciformes
339;617;Amazona amazonica;Orange-winged Amazon;Aves;Psittaciformes
340;619;Amazona auropalliata;Yellow-naped Amazon;Aves;Psittaciformes
341;620;Amazona autumnalis;Red-lored Amazon;Aves;Psittaciformes
342;622;Amazona barbadensis;Yellow-shouldered Amazon;Aves;Psittaciformes
343;623;Amazona brasiliensis;Red-tailed Amazon;Aves;Psittaciformes
344;624;Amazona collaria;Yellow-billed Amazon;Aves;Psittaciformes
345;625;Amazona dufresniana;Blue-cheeked Amazon;Aves;Psittaciformes
346;626;Amazona farinosa;Mealy Amazon;Aves;Psittaciformes
347;628;Amazona festiva;Festive Amazon;Aves;Psittaciformes
348;629;Amazona finschi;Lilac-crowned Amazon;Aves;Psittaciformes
349;632;Amazona kawalli;Kawall's Amazon;Aves;Psittaciformes
350;633;Amazona leucocephala;Cuban Amazon;Aves;Psittaciformes
351;634;Amazona mercenarius;Scaly-naped Amazon;Aves;Psittaciformes
352;635;Amazona ochrocephala;Yellow-crowned Amazon;Aves;Psittaciformes
353;636;Amazona oratrix;Yellow-headed Amazon;Aves;Psittaciformes
354;637;Amazona pretrei;Red-spectacled Amazon;Aves;Psittaciformes
355;638;Amazona rhodocorytha;Red-browed Amazon;Aves;Psittaciformes
356;640;Amazona tucumana;Tucuman Amazon;Aves;Psittaciformes
357;641;Amazona ventralis;Hispaniolan Amazon;Aves;Psittaciformes
358;643;Amazona vinacea;Vinaceous-breasted Amazon;Aves;Psittaciformes
359;644;Amazona viridigenalis;Red-crowned Amazon;Aves;Psittaciformes
360;646;Amazona xantholora;Yucatan Amazon;Aves;Psittaciformes
361;647;Amazonetta brasiliensis;Brazilian Teal;Aves;Anseriformes
362;652;Amblycercus holosericeus;Yellow-billed Cacique;Aves;Passeriformes
363;662;Amblycorypha oblongifolia;Oblong-winged Katydid;Insecta;Orthoptera
364;670;Amblyornis inornata;Vogelkop Bowerbird;Aves;Passeriformes
365;671;Amblyornis macgregoriae;MacGregor's Bowerbird;Aves;Passeriformes
366;674;Amblyospiza albifrons;Thick-billed Weaver;Aves;Passeriformes
367;675;Amblyramphus holosericeus;Scarlet-headed Blackbird;Aves;Passeriformes
368;691;Ameerega trivittata;Three-striped Poison Frog;Amphibia;Anura
369;698;Amietia delalandii;Common River Frog;Amphibia;Anura
370;699;Amietia fuscigula;Cape River Frog;Amphibia;Anura
371;700;Amietia poyntoni;Poynton's River Frog;Amphibia;Anura
372;705;Ammodramus aurifrons;Yellow-browed Sparrow;Aves;Passeriformes
373;706;Ammodramus humeralis;Grassland Sparrow;Aves;Passeriformes
374;707;Ammodramus savannarum;Grasshopper Sparrow;Aves;Passeriformes
375;708;Ammomanes cinctura;Bar-tailed Lark;Aves;Passeriformes
