idx;id;sci_name;com_name;class;order
2399;4251;Conocephalus exemptus;Conocephalus exemptus;Insecta;Orthoptera
2400;4252;Conocephalus fasciatus;Slender Meadow Katydid;Insecta;Orthoptera
2401;4261;Conocephalus melaenus;Black-kneed Meadow Katydid;Insecta;Orthoptera
2402;4279;Conopias albovittatus;White-ringed Flycatcher;Aves;Passeriformes
2403;4280;Conopias parvus;Yellow-throated Flycatcher;Aves;Passeriformes
2404;4281;Conopias cinchoneti;Lemon-browed Flycatcher;Aves;Passeriformes
2405;4282;Conopias trivirgatus;Three-striped Flycatcher;Aves;Passeriformes
2406;4283;Conopophaga ardesiaca;Slaty Gnateater;Aves;Passeriformes
2407;4284;Conopophaga aurita;Chestnut-belted Gnateater;Aves;Passeriformes
2408;4285;Conopophaga castaneiceps;Chestnut-crowned Gnateater;Aves;Passeriformes
2409;4286;Conopophaga cearae;Ceara Gnateater;Aves;Passeriformes
2410;4287;Conopophaga lineata;Rufous Gnateater;Aves;Passeriformes
2411;4288;Conopophaga melanogaster;Black-bellied Gnateater;Aves;Passeriformes
2412;4289;Conopophaga melanops;Black-cheeked Gnateater;Aves;Passeriformes
2413;4290;Conopophaga peruviana;Ash-throated Gnateater;Aves;Passeriformes
2414;4291;Conopophaga roberti;Hooded Gnateater;Aves;Passeriformes
2415;4292;Conopophaga snethlageae;Black-breasted Gnateater;Aves;Passeriformes
2416;4293;Conopophila albogularis;Rufous-banded Honeyeater;Aves;Passeriformes
2417;4294;Conopophila rufogularis;Rufous-throated Honeyeater;Aves;Passeriformes
2418;4295;Conopophila whitei;Grey Honeyeater;Aves;Passeriformes
2419;4296;Paradoxornis aemodius;Great Parrotbill;Aves;Passeriformes
2420;4298;Conothraupis mesoleuca;Cone-billed Tanager;Aves;Passeriformes
2421;4299;Conothraupis speculigera;Black-and-white Tanager;Aves;Passeriformes
2422;4301;Contopus albogularis;White-throated Pewee;Aves;Passeriformes
2423;4302;Contopus bogotensis;Northern Tropical Pewee;Aves;Passeriformes
2424;4303;Contopus cinereus;Southern Tropical Pewee;Aves;Passeriformes
2425;4304;Contopus caribaeus;Cuban Pewee;Aves;Passeriformes
2426;4305;Contopus cooperi;Olive-sided Flycatcher;Aves;Passeriformes
2427;4306;Contopus fumigatus;Smoke-colored Pewee;Aves;Passeriformes
2428;4307;Contopus hispaniolensis;Hispaniolan Pewee;Aves;Passeriformes
2429;4308;Contopus latirostris;Lesser Antillean Pewee;Aves;Passeriformes
2430;4309;Contopus lugubris;Dark Pewee;Aves;Passeriformes
2431;4310;Contopus nigrescens;Blackish Pewee;Aves;Passeriformes
2432;4311;Contopus ochraceus;Ochraceous Pewee;Aves;Passeriformes
2433;4312;Contopus pallidus;Jamaican Pewee;Aves;Passeriformes
2434;4313;Contopus pertinax;Greater Pewee;Aves;Passeriformes
2435;4314;Contopus punensis;Tumbes Pewee;Aves;Passeriformes
2436;4315;Contopus sordidulus;Western Wood Pewee;Aves;Passeriformes
2437;4316;Contopus virens;Eastern Wood Pewee;Aves;Passeriformes
2438;4330;Copsychus albiventris;Andaman Shama;Aves;Passeriformes
2439;4331;Copsychus albospecularis;Madagascar Magpie-Robin;Aves;Passeriformes
2440;4332;Copsychus cebuensis;Black Shama;Aves;Passeriformes
2441;4333;Copsychus fulicatus;Indian Robin;Aves;Passeriformes
2442;4334;Copsychus leggei;Sri Lanka Shama;Aves;Passeriformes
2443;4335;Copsychus luzoniensis;White-browed Shama;Aves;Passeriformes
2444;4336;Copsychus superciliaris;Visayan Shama;Aves;Passeriformes
2445;4337;Copsychus malabaricus;White-rumped Shama;Aves;Passeriformes
2446;4338;Copsychus mindanensis;Philippine Magpie-Robin;Aves;Passeriformes
2447;4339;Copsychus niger;White-vented Shama;Aves;Passeriformes
2448;4340;Copsychus pyrropygus;Rufous-tailed Shama;Aves;Passeriformes
2449;4341;Copsychus saularis;Oriental Magpie-Robin;Aves;Passeriformes
2450;4343;Copsychus stricklandii;White-crowned Shama;Aves;Passeriformes
2451;4344;Coracias abyssinicus;Abyssinian Roller;Aves;Coraciiformes
2452;4345;Coracias affinis;Indochinese Roller;Aves;Coraciiformes
2453;4346;Coracias benghalensis;Indian Roller;Aves;Coraciiformes
2454;4347;Coracias caudatus;Lilac-breasted Roller;Aves;Coraciiformes
2455;4348;Coracias cyanogaster;Blue-bellied Roller;Aves;Coraciiformes
2456;4349;Coracias garrulus;European Roller;Aves;Coraciiformes
2457;4350;Coracias naevius;Purple Roller;Aves;Coraciiformes
2458;4351;Coracias spatulatus;Racket-tailed Roller;Aves;Coraciiformes
2459;4352;Coracias temminckii;Purple-winged Roller;Aves;Coraciiformes
2460;4353;Coracina atriceps;Moluccan Cuckooshrike;Aves;Passeriformes
2461;4354;Cyanograucalus azureus;Blue Cuckooshrike;Aves;Passeriformes
2462;4355;Coracina bicolor;Pied Cuckooshrike;Aves;Passeriformes
2463;4356;Coracina boyeri;Boyer's Cuckooshrike;Aves;Passeriformes
2464;4357;Coracina caeruleogrisea;Stout-billed Cuckooshrike;Aves;Passeriformes
2465;4358;Coracina caledonica;South Melanesian Cuckooshrike;Aves;Passeriformes
2466;4359;Edolisoma coerulescens;Blackish Cuckooshrike;Aves;Passeriformes
2467;4362;Edolisoma dohertyi;Pale-shouldered Cicadabird;Aves;Passeriformes
2468;4363;Lalage fimbriata;Lesser Cuckooshrike;Aves;Passeriformes
2469;4366;Edolisoma holopolium;Solomons Cicadabird;Aves;Passeriformes
2470;4367;Edolisoma incertum;Black-shouldered Cicadabird;Aves;Passeriformes
2471;4369;Coracina javensis;Oriental Cuckooshrike;Aves;Passeriformes
2472;4371;Coracina larutensis;Malayan Cuckooshrike;Aves;Passeriformes
2473;4372;Coracina larvata;Sunda Cuckooshrike;Aves;Passeriformes
2474;4374;Coracina lineata;Barred Cuckooshrike;Aves;Passeriformes
2475;4375;Coracina longicauda;Hooded Cuckooshrike;Aves;Passeriformes
2476;4376;Coracina macei;Indian Cuckooshrike;Aves;Passeriformes
2477;4377;Coracina maxima;Ground Cuckooshrike;Aves;Passeriformes
2478;4378;Malindangia mcgregori;McGregor's Cuckooshrike;Aves;Passeriformes
2479;4379;Lalage melanoptera;Black-headed Cuckooshrike;Aves;Passeriformes
2480;4380;Edolisoma melas;Black Cicadabird;Aves;Passeriformes
2481;4381;Lalage melaschistos;Black-winged Cuckooshrike;Aves;Passeriformes
2482;4384;Edolisoma montanum;Black-bellied Cuckooshrike;Aves;Passeriformes
2483;4385;Edolisoma morio;Sulawesi Cicadabird;Aves;Passeriformes
2484;4388;Coracina novaehollandiae;Black-faced Cuckooshrike;Aves;Passeriformes
2485;4389;Edolisoma ostentum;White-winged Cuckooshrike;Aves;Passeriformes
2486;4391;Coracina striata;Bar-bellied Cuckooshrike;Aves;Passeriformes
2487;4392;Coracina papuensis;White-bellied Cuckooshrike;Aves;Passeriformes
2488;4393;Coracina parvula;Halmahera Cuckooshrike;Aves;Passeriformes
2489;4395;Coracina personata;Wallacean Cuckooshrike;Aves;Passeriformes
2490;4396;Lalage polioptera;Indochinese Cuckooshrike;Aves;Passeriformes
2491;4400;Edolisoma schisticeps;Grey-headed Cuckooshrike;Aves;Passeriformes
2492;4401;Coracina temminckii;Cerulean Cuckooshrike;Aves;Passeriformes
2493;4406;Coracopsis barklyi;Seychelles Black Parrot;Aves;Psittaciformes
2494;4407;Coracopsis nigra;Lesser Vasa Parrot;Aves;Psittaciformes
2495;4409;Coracopsis vasa;Greater Vasa Parrot;Aves;Psittaciformes
2496;4412;Coragyps atratus;Black Vulture;Aves;Accipitriformes
2497;4413;Corapipo altera;White-ruffed Manakin;Aves;Passeriformes
2498;4414;Corapipo gutturalis;White-throated Manakin;Aves;Passeriformes
2499;4415;Corapipo leucorrhoa;White-bibbed Manakin;Aves;Passeriformes
2500;4416;Corcorax melanorhamphos;White-winged Chough;Aves;Passeriformes
2501;4418;Cormobates leucophaea;White-throated Treecreeper;Aves;Passeriformes
2502;4419;Cormobates placens;Papuan Treecreeper;Aves;Passeriformes
2503;4434;Corthylio calendula;Ruby-crowned Kinglet;Aves;Passeriformes
2504;4435;Corvinella corvina;Yellow-billed Shrike;Aves;Passeriformes
2505;4437;Corvus albicollis;White-necked Raven;Aves;Passeriformes
2506;4438;Corvus albus;Pied Crow;Aves;Passeriformes
2507;4439;Corvus bennetti;Little Crow;Aves;Passeriformes
2508;4440;Corvus brachyrhynchos;American Crow;Aves;Passeriformes
2509;4441;Corvus capensis;Cape Crow;Aves;Passeriformes
2510;4442;Corvus celebensis;Sulawesi Crow;Mammalia;Artiodactyla
2511;4444;Corvus corax;Northern Raven;Aves;Passeriformes
2512;4445;Corvus cornix;Hooded Crow;Aves;Passeriformes
2513;4446;Corvus corone;Carrion Crow;Aves;Passeriformes
2514;4447;Corvus coronoides;Australian Raven;Aves;Passeriformes
2515;4448;Corvus crassirostris;Thick-billed Raven;Aves;Passeriformes
2516;4449;Corvus cryptoleucus;Chihuahuan Raven;Aves;Passeriformes
2517;4451;Corvus edithae;Somali Crow;Aves;Passeriformes
2518;4452;Corvus enca;Sunda Crow;Aves;Passeriformes
2519;4454;Corvus frugilegus;Rook;Aves;Passeriformes
2520;4455;Corvus fuscicapillus;Brown-headed Crow;Aves;Passeriformes
2521;4457;Corvus imparatus;Tamaulipas Crow;Aves;Passeriformes
2522;4458;Corvus insularis;Bismarck Crow;Aves;Passeriformes
2523;4459;Corvus jamaicensis;Jamaican Crow;Aves;Passeriformes
2524;4460;Corvus kubaryi;Mariana Crow;Aves;Passeriformes
2525;4461;Corvus leucognaphalus;White-necked Crow;Aves;Passeriformes
2526;4463;Corvus macrorhynchos;Large-billed Crow;Aves;Passeriformes
2527;4465;Corvus mellori;Little Raven;Aves;Passeriformes
2528;4466;Corvus minutus;Cuban Palm Crow;Aves;Passeriformes
2529;4467;Corvus moneduloides;New Caledonian Crow;Aves;Passeriformes
2530;4468;Corvus nasicus;Cuban Crow;Aves;Passeriformes
2531;4469;Corvus orru;Torresian Crow;Aves;Passeriformes
2532;4470;Corvus ossifragus;Fish Crow;Aves;Passeriformes
2533;4471;Corvus palmarum;Hispaniolan Palm Crow;Aves;Passeriformes
2534;4472;Corvus philippinus;Philippine Jungle Crow;Aves;Passeriformes
2535;4473;Corvus pusillus;Palawan Crow;Aves;Passeriformes
2536;4474;Corvus rhipidurus;Fan-tailed Raven;Aves;Passeriformes
2537;4475;Corvus ruficollis;Brown-necked Raven;Aves;Passeriformes
2538;4478;Corvus sinaloae;Sinaloa Crow;Aves;Passeriformes
2539;4479;Corvus splendens;House Crow;Aves;Passeriformes
2540;4480;Corvus tasmanicus;Forest Raven;Aves;Passeriformes
2541;4481;Corvus torquatus;Collared Crow;Aves;Passeriformes
2542;4482;Corvus tristis;Grey Crow;Aves;Passeriformes
2543;4483;Corvus typicus;Piping Crow;Aves;Passeriformes
2544;4485;Corvus validus;Long-billed Crow;Aves;Passeriformes
2545;4487;Corvus woodfordi;White-billed Crow;Aves;Passeriformes
2546;4488;Corydon sumatranus;Dusky Broadbill;Aves;Passeriformes
2547;4500;Coryphaspiza melanotis;Black-masked Finch;Aves;Passeriformes
2548;4501;Coryphistera alaudina;Lark-like Brushrunner;Aves;Passeriformes
2549;4502;Coryphospingus cucullatus;Red Pileated Finch;Aves;Passeriformes
2550;4503;Coryphospingus pileatus;Grey Pileated Finch;Aves;Passeriformes
2551;4504;Corythaeola cristata;Great Blue Turaco;Aves;Musophagiformes
2552;4505;Crinifer concolor;Grey Go-away-bird;Aves;Musophagiformes
2553;4507;Crinifer leucogaster;White-bellied Go-away-bird;Aves;Musophagiformes
2554;4509;Crinifer personatus;Bare-faced Go-away-bird;Aves;Musophagiformes
2555;4510;Corythopis delalandi;Southern Antpipit;Aves;Passeriformes
2556;4511;Corythopis torquatus;Ringed Antpipit;Aves;Passeriformes
2557;4512;Corythornis cristatus;Malachite Kingfisher;Aves;Coraciiformes
2558;4513;Corythornis leucogaster;White-bellied Kingfisher;Aves;Coraciiformes
2559;4514;Corythornis madagascariensis;Madagascar Pygmy Kingfisher;Aves;Coraciiformes
2560;4515;Corythornis vintsioides;Malagasy Kingfisher;Aves;Coraciiformes
2561;4516;Coscoroba coscoroba;Coscoroba Swan;Aves;Anseriformes
2562;4517;Cossypha albicapillus;White-crowned Robin-Chat;Aves;Passeriformes
2563;4518;Dessonornis anomalus;Olive-flanked Ground Robin;Aves;Passeriformes
2564;4521;Dessonornis archeri;Archer's Ground Robin;Aves;Passeriformes
2565;4523;Dessonornis caffer;Cape Robin-Chat;Aves;Passeriformes
2566;4524;Cossypha cyanocampter;Blue-shouldered Robin-Chat;Aves;Passeriformes
2567;4525;Cossypha dichroa;Chorister Robin-Chat;Aves;Passeriformes
2568;4526;Cossypha heinrichi;White-headed Robin-Chat;Aves;Passeriformes
2569;4527;Cossypha heuglini;White-browed Robin-Chat;Aves;Passeriformes
2570;4528;Dessonornis humeralis;White-throated Robin-Chat;Aves;Passeriformes
2571;4530;Cossyphicula isabellae;Mountain Robin-Chat;Aves;Passeriformes
2572;4531;Cossypha natalensis;Red-capped Robin-Chat;Aves;Passeriformes
2573;4532;Cossypha niveicapilla;Snowy-crowned Robin-Chat;Aves;Passeriformes
2574;4533;Sheppardia polioptera;Grey-winged Robin-Chat;Aves;Passeriformes
2575;4535;Cossypha semirufa;Rüppell's Robin-Chat;Aves;Passeriformes
2576;4537;Cossyphicula roberti;White-bellied Robin-Chat;Aves;Passeriformes
2577;4538;Cotinga amabilis;Lovely Cotinga;Aves;Passeriformes
2578;4539;Cotinga cayana;Spangled Cotinga;Aves;Passeriformes
2579;4542;Cotinga maynana;Plum-throated Cotinga;Aves;Passeriformes
2580;4543;Cotinga nattererii;Blue Cotinga;Aves;Passeriformes
2581;4544;Cotinga ridgwayi;Turquoise Cotinga;Aves;Passeriformes
2582;4545;Coturnicops exquisitus;Swinhoe's Rail;Aves;Gruiformes
2583;4546;Coturnicops noveboracensis;Yellow Rail;Aves;Gruiformes
2584;4547;Coturnix coromandelica;Rain Quail;Aves;Galliformes
2585;4548;Coturnix coturnix;Common Quail;Aves;Galliformes
2586;4549;Coturnix delegorguei;Harlequin Quail;Aves;Galliformes
2587;4550;Coturnix japonica;Japanese Quail;Aves;Galliformes
2588;4551;Coturnix pectoralis;Stubble Quail;Aves;Galliformes
2589;4552;Coua caerulea;Blue Coua;Aves;Cuculiformes
2590;4553;Coua coquereli;Coquerel's Coua;Aves;Cuculiformes
2591;4554;Coua cristata;Crested Coua;Aves;Cuculiformes
2592;4555;Coua cursor;Running Coua;Aves;Cuculiformes
2593;4556;Coua gigas;Giant Coua;Aves;Cuculiformes
2594;4557;Coua olivaceiceps;Olive-capped Coua;Aves;Cuculiformes
2595;4558;Coua ruficeps;Red-capped Coua;Aves;Cuculiformes
2596;4559;Coua reynaudii;Red-fronted Coua;Aves;Cuculiformes
2597;4560;Coua serriana;Red-breasted Coua;Aves;Cuculiformes
2598;4561;Coua verreauxi;Verreaux's Coua;Aves;Cuculiformes
2599;4562;Cracticus argenteus;Silver-backed Butcherbird;Aves;Passeriformes
2600;4563;Cracticus torquatus;Grey Butcherbird;Aves;Passeriformes
2601;4564;Cracticus cassicus;Hooded Butcherbird;Aves;Passeriformes
2602;4566;Cracticus mentalis;Black-backed Butcherbird;Aves;Passeriformes
2603;4567;Cracticus nigrogularis;Pied Butcherbird;Aves;Passeriformes
2604;4570;Cranioleuca albicapilla;Creamy-crested Spinetail;Aves;Passeriformes
2605;4571;Cranioleuca albiceps;Light-crowned Spinetail;Aves;Passeriformes
2606;4572;Cranioleuca antisiensis;Line-cheeked Spinetail;Aves;Passeriformes
2607;4574;Cranioleuca curtata;Ash-browed Spinetail;Aves;Passeriformes
2608;4575;Cranioleuca demissa;Tepui Spinetail;Aves;Passeriformes
2609;4577;Cranioleuca vulpina;Rusty-backed Spinetail;Aves;Passeriformes
2610;4578;Cranioleuca erythrops;Red-faced Spinetail;Aves;Passeriformes
2611;4579;Thripophaga gutturata;Speckled Spinetail;Aves;Passeriformes
2612;4583;Cranioleuca marcapatae;Marcapata Spinetail;Aves;Passeriformes
2613;4584;Cranioleuca muelleri;Scaled Spinetail;Aves;Passeriformes
2614;4585;Cranioleuca obsoleta;Olive Spinetail;Aves;Passeriformes
2615;4586;Cranioleuca pallida;Pallid Spinetail;Aves;Passeriformes
2616;4587;Cranioleuca pyrrhophia;Stripe-crowned Spinetail;Aves;Passeriformes
2617;4588;Cranioleuca semicinerea;Grey-headed Spinetail;Aves;Passeriformes
2618;4589;Cranioleuca subcristata;Crested Spinetail;Aves;Passeriformes
2619;4590;Limnoctites sulphuriferus;Sulphur-bearded Reedhaunter;Aves;Passeriformes
2620;4591;Cranioleuca vulpecula;Parker's Spinetail;Aves;Passeriformes
2621;4596;Origma murina;Rusty Mouse-warbler;Aves;Passeriformes
2622;4598;Origma robusta;Mountain Mouse-warbler;Aves;Passeriformes
2623;4600;Craugastor augusti;Barking Frog;Amphibia;Anura
2624;4603;Craugastor fitzingeri;Fitzinger's Robber Frog;Amphibia;Anura
2625;4614;Crax alberti;Blue-billed Curassow;Aves;Galliformes
2626;4615;Crax alector;Black Curassow;Aves;Galliformes
2627;4616;Crax blumenbachii;Red-billed Curassow;Aves;Galliformes
2628;4617;Crax daubentoni;Yellow-knobbed Curassow;Aves;Galliformes
2629;4618;Crax fasciolata;Bare-faced Curassow;Aves;Galliformes
2630;4619;Crax globulosa;Wattled Curassow;Aves;Galliformes
2631;4620;Crax rubra;Great Curassow;Aves;Galliformes
2632;4621;Creagrus furcatus;Swallow-tailed Gull;Aves;Charadriiformes
2633;4622;Creatophora cinerea;Wattled Starling;Aves;Passeriformes
2634;4623;Crecopsis egregia;African Crake;Aves;Gruiformes
2635;4625;Creurgops dentatus;Slaty Tanager;Aves;Passeriformes
2636;4626;Creurgops verticalis;Rufous-crested Tanager;Aves;Passeriformes
2637;4627;Crex crex;Corn Crake;Aves;Gruiformes
2638;4630;Crinia deserticola;Desert Froglet;Amphibia;Anura
2639;4631;Crinia georgiana;Quacking Froglet;Amphibia;Anura
2640;4632;Crinia glauerti;Rattling Froglet;Amphibia;Anura
2641;4635;Crinia parinsignifera;Beeping Froglet;Amphibia;Anura
2642;4636;Crinia pseudinsignifera;Bleating Froglet;Amphibia;Anura
2643;4639;Crinia signifera;Common Eastern Froglet;Amphibia;Anura
2644;4643;Crinia tinnula;Wallum Froglet;Amphibia;Anura
2645;4644;Crinifer piscator;Western Plantain-eater;Aves;Musophagiformes
2646;4645;Crinifer zonurus;Eastern Plantain-eater;Aves;Musophagiformes
2647;4646;Criniger barbatus;Western Bearded Greenbul;Aves;Passeriformes
2648;4647;Criniger calurus;Red-tailed Greenbul;Aves;Passeriformes
2649;4648;Criniger chloronotus;Eastern Bearded Greenbul;Aves;Passeriformes
2650;4649;Criniger ndussumensis;White-bearded Greenbul;Aves;Passeriformes
2651;4650;Criniger olivaceus;Yellow-bearded Greenbul;Aves;Passeriformes
2652;4656;Crithagra albogularis;White-throated Canary;Aves;Passeriformes
2653;4657;Crithagra ankoberensis;Ankober Serin;Aves;Passeriformes
2654;4658;Crithagra atrogularis;Black-throated Canary;Aves;Passeriformes
2655;4659;Crithagra buchanani;Southern Grosbeak-Canary;Aves;Passeriformes
2656;4660;Crithagra burtoni;Thick-billed Seedeater;Aves;Passeriformes
2657;4662;Crithagra capistrata;Black-faced Canary;Aves;Passeriformes
2658;4663;Crithagra citrinelloides;African Citril;Aves;Passeriformes
2659;4666;Crithagra donaldsoni;Northern Grosbeak-Canary;Aves;Passeriformes
2660;4667;Crithagra dorsostriata;White-bellied Canary;Aves;Passeriformes
2661;4668;Crithagra flavigula;Yellow-throated Seedeater;Aves;Passeriformes
2662;4669;Crithagra flaviventris;Yellow Canary;Aves;Passeriformes
2663;4670;Crithagra frontalis;Western Citril;Aves;Passeriformes
2664;4671;Crithagra gularis;Streaky-headed Seedeater;Aves;Passeriformes
2665;4672;Crithagra hyposticta;Southern Citril;Aves;Passeriformes
2666;4674;Crithagra leucoptera;Protea Canary;Aves;Passeriformes
2667;4675;Crithagra leucopygia;White-rumped Seedeater;Aves;Passeriformes
2668;4677;Crithagra menachensis;Yemen Serin;Aves;Passeriformes
2669;4678;Crithagra mennelli;Black-eared Seedeater;Aves;Passeriformes
2670;4679;Crithagra mozambica;Yellow-fronted Canary;Aves;Passeriformes
2671;4680;Crithagra reichardi;Reichard's Seedeater;Aves;Passeriformes
2672;4682;Crithagra reichenowi;Reichenow's Seedeater;Aves;Passeriformes
2673;4683;Crithagra rothschildi;Arabian Serin;Aves;Passeriformes
2674;4684;Crithagra rufobrunnea;Principe Seedeater;Aves;Passeriformes
2675;4685;Crithagra scotops;Forest Canary;Aves;Passeriformes
2676;4686;Crithagra striolata;Streaky Seedeater;Aves;Passeriformes
2677;4687;Crithagra sulphurata;Brimstone Canary;Aves;Passeriformes
2678;4688;Crithagra symonsi;Drakensberg Siskin;Aves;Passeriformes
2679;4689;Crithagra totta;Cape Siskin;Aves;Passeriformes
2680;4690;Crithagra tristriata;Brown-rumped Seedeater;Aves;Passeriformes
2681;4692;Crithagra xantholaema;Salvadori's Seedeater;Aves;Passeriformes
2682;4697;Crocidura russula;Greater White-toothed Shrew;Mammalia;Soricomorpha
2683;4698;Crocuta crocuta;Spotted Hyena;Mammalia;Carnivora
2684;4701;Crossleyia xanthophrys;Madagascar Yellowbrow;Aves;Passeriformes
2685;4703;Crossoptilon auritum;Blue Eared Pheasant;Aves;Galliformes
2686;4704;Crossoptilon crossoptilon;White Eared Pheasant;Aves;Galliformes
2687;4705;Crossoptilon harmani;Tibetan Eared Pheasant;Aves;Galliformes
2688;4706;Crossoptilon mantchuricum;Brown Eared Pheasant;Aves;Galliformes
2689;4724;Crotophaga ani;Smooth-billed Ani;Aves;Cuculiformes
2690;4725;Crotophaga major;Greater Ani;Aves;Cuculiformes
2691;4726;Crotophaga sulcirostris;Groove-billed Ani;Aves;Cuculiformes
2692;4728;Crypsirina cucullata;Hooded Treepie;Aves;Passeriformes
2693;4729;Crypsirina temia;Racket-tailed Treepie;Aves;Passeriformes
2694;4730;Cryptillas victorini;Victorin's Warbler;Aves;Passeriformes
2695;4731;Cryptoleucopteryx plumbea;Plumbeous Hawk;Aves;Accipitriformes
2696;4732;Cryptolybia olivacea;Green Barbet;Aves;Piciformes
2697;4734;Cryptomicroeca flaviventris;Yellow-bellied Flyrobin;Aves;Passeriformes
2698;4735;Cryptopezus nattereri;Speckle-breasted Antpitta;Aves;Passeriformes
2699;4737;Cryptopipo holochlora;Green Manakin;Aves;Passeriformes
2700;4740;Cryptospiza jacksoni;Dusky Crimsonwing;Aves;Passeriformes
2701;4741;Cryptospiza reichenovii;Red-faced Crimsonwing;Aves;Passeriformes
2702;4742;Cryptospiza salvadorii;Abyssinian Crimsonwing;Aves;Passeriformes
2703;4743;Cryptosylvicola randrianasoloi;Cryptic Warbler;Aves;Passeriformes
2704;4746;Cryptotympana atrata;Eastern horse cicada;Insecta;Hemiptera
2705;4748;Cryptotympana facialis;Black Giant Cicada;Insecta;Hemiptera
2706;4750;Cryptotympana holsti;Cryptotympana holsti;Insecta;Hemiptera
2707;4753;Cryptotympana takasagona;Cryptotympana takasagona;Insecta;Hemiptera
2708;4756;Crypturellus atrocapillus;Black-capped Tinamou;Aves;Tinamiformes
2709;4757;Crypturellus bartletti;Bartlett's Tinamou;Aves;Tinamiformes
2710;4758;Crypturellus berlepschi;Berlepsch's Tinamou;Aves;Tinamiformes
2711;4759;Crypturellus boucardi;Slaty-breasted Tinamou;Aves;Tinamiformes
2712;4760;Crypturellus brevirostris;Rusty Tinamou;Aves;Tinamiformes
2713;4762;Crypturellus cinereus;Cinereous Tinamou;Aves;Tinamiformes
2714;4763;Crypturellus cinnamomeus;Thicket Tinamou;Aves;Tinamiformes
2715;4764;Crypturellus duidae;Grey-legged Tinamou;Aves;Tinamiformes
2716;4765;Crypturellus erythropus;Red-legged Tinamou;Aves;Tinamiformes
2717;4766;Crypturellus kerriae;Choco Tinamou;Aves;Tinamiformes
2718;4767;Crypturellus noctivagus;Yellow-legged Tinamou;Aves;Tinamiformes
2719;4768;Crypturellus obsoletus;Brown Tinamou;Aves;Tinamiformes
2720;4769;Crypturellus parvirostris;Small-billed Tinamou;Aves;Tinamiformes
2721;4771;Crypturellus soui;Little Tinamou;Aves;Tinamiformes
2722;4772;Crypturellus strigulosus;Brazilian Tinamou;Aves;Tinamiformes
2723;4773;Crypturellus tataupa;Tataupa Tinamou;Aves;Tinamiformes
2724;4774;Crypturellus transfasciatus;Pale-browed Tinamou;Aves;Tinamiformes
2725;4775;Crypturellus undulatus;Undulated Tinamou;Aves;Tinamiformes
2726;4776;Crypturellus variegatus;Variegated Tinamou;Aves;Tinamiformes
2727;4793;Cuculus canorus;Common Cuckoo;Aves;Cuculiformes
2728;4794;Cuculus clamosus;Black Cuckoo;Aves;Cuculiformes
2729;4795;Cuculus crassirostris;Sulawesi Cuckoo;Aves;Cuculiformes
2730;4796;Hierococcyx fugax;Malaysian Hawk-Cuckoo;Aves;Cuculiformes
2731;4797;Cuculus gularis;African Cuckoo;Aves;Cuculiformes
2732;4798;Hierococcyx hyperythrus;Northern Hawk-Cuckoo;Aves;Cuculiformes
2733;4799;Cuculus lepidus;Sunda Cuckoo;Aves;Cuculiformes
2734;4800;Cuculus micropterus;Indian Cuckoo;Aves;Cuculiformes
2735;4801;Hierococcyx nisicolor;Hodgson's Hawk-Cuckoo;Aves;Cuculiformes
2736;4802;Cuculus optatus;Oriental Cuckoo;Aves;Cuculiformes
2737;4803;Hierococcyx pectoralis;Philippine Hawk-Cuckoo;Aves;Cuculiformes
2738;4804;Cuculus poliocephalus;Lesser Cuckoo;Aves;Cuculiformes
2739;4805;Cuculus rochii;Madagascar Cuckoo;Aves;Cuculiformes
2740;4806;Cuculus saturatus;Himalayan Cuckoo;Aves;Cuculiformes
2741;4807;Cuculus solitarius;Red-chested Cuckoo;Aves;Cuculiformes
2742;4808;Hierococcyx bocki;Dark Hawk-Cuckoo;Aves;Cuculiformes
2743;4809;Hierococcyx sparverioides;Large Hawk-Cuckoo;Aves;Cuculiformes
2744;4810;Hierococcyx vagans;Moustached Hawk-Cuckoo;Aves;Cuculiformes
2745;4811;Hierococcyx varius;Common Hawk-Cuckoo;Aves;Cuculiformes
2746;4812;Culicicapa ceylonensis;Grey-headed Canary-flycatcher;Aves;Passeriformes
2747;4813;Culicicapa helianthea;Citrine Canary-flycatcher;Aves;Passeriformes
2748;4815;Culicivora caudacuta;Sharp-tailed Grass Tyrant;Aves;Passeriformes
2749;4819;Curaeus curaeus;Austral Blackbird;Aves;Passeriformes
2750;4821;Curruca balearica;Balearic Warbler;Aves;Passeriformes
2751;4822;Curruca boehmi;Banded Parisoma;Aves;Passeriformes
2752;4823;Curruca buryi;Yemen Warbler;Aves;Passeriformes
2753;4824;Curruca cantillans;Eastern Subalpine Warbler;Aves;Passeriformes
2754;4825;Curruca communis;Common Whitethroat;Aves;Passeriformes
2755;4827;Curruca conspicillata;Spectacled Warbler;Aves;Passeriformes
2756;4829;Curruca crassirostris;Eastern Orphean Warbler;Aves;Passeriformes
2757;4830;Curruca curruca;Lesser Whitethroat;Aves;Passeriformes
2758;4832;Curruca deserti;African Desert Warbler;Aves;Passeriformes
2759;4833;Curruca deserticola;Tristram's Warbler;Aves;Passeriformes
2760;4834;Curruca hortensis;Western Orphean Warbler;Aves;Passeriformes
2761;4836;Curruca iberiae;Western Subalpine Warbler;Aves;Passeriformes
2762;4837;Curruca layardi;Layard's Warbler;Aves;Passeriformes
2763;4838;Curruca leucomelaena;Arabian Warbler;Aves;Passeriformes
